,date,username,text,retweets numbers
72,2016-01-31 03:32:01,OkoroRafiki,".com | 32 dead, 100 infected in Ghana meningitis outbreak http:// bit.ly/1m5cEwx",0
73,2016-01-31 03:31:58,DOnobanjo,".com | 32 dead, 100 infected in Ghana meningitis outbreak http:// bit.ly/1m5cBR7",0
74,2016-01-31 03:21:43,Lunabelly,"@WelshGasDoc @Jeremy_Hunt as someone who's child had meningitis , I just can't even. I can't even at all.",1
75,2016-01-31 03:21:06,IdealShot,Similar to meningitis liquid retention.,0
76,2016-01-31 03:21:01,Galexifox,"""You need to get your man-vagina shot today"" "" Meningitis ... my meningitis shot...""",0
77,2016-01-31 03:20:14,Mobute,"Cruz introducing Glenn Beck as ""a... treasure, what a thinker"" is like doing an Oprah yell and saying spinal meningitis is under all chairs.",23
78,2016-01-31 03:19:22,StrictlyGh4u,Deadly disease: Pneumococcal Meningitis now an epidemic - Prof Binka: Prof Binka said due to the s... http:// bit.ly/1JPH3KE #StrictlyGH,0
79,2016-01-31 03:14:29,raqooq5,"RT: raqooq5: RT: raqooq5: RT: ReporterPhoenix: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis inc… http:// goo.gl/okkHaC",0
80,2016-01-31 03:12:37,Sefordzi,"Cerebrospinal meningitis outbrk n d health authorities r delayin declarin a ""state of emergency"".What numb of deaths warrants such call!",0
81,2016-01-31 03:11:58,Samifaith22,"This drug card exam is REALLY stupid. I could learn so much about oncology or meningitis today, instead.",0
82,2016-01-31 03:08:58,nanasakadwomoh,"Meningitis has reached greater Accra region. Are we still supposed to relax, MOH?",3
83,2016-01-31 03:07:30,ripvernfonk,@lexybreann18 hoe I probably just have meningitis or something,0
84,2016-01-31 03:07:09,KazzJenkins,"""Oh I didn't know it was Meningitis , Google said it was just a sweat rash"" *sigh*",3
85,2016-01-31 03:00:45,IICRCInstructor,Sunderland baby fought back from deadly meningitis infection http:// m.sunderlandecho.com/news/sunderlan d-baby-fought-back-from-deadly-meningitis-infection-1-7706014 …,0
86,2016-01-31 02:59:48,raqooq5,"RT: raqooq5: RT: ReporterPhoenix: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating a… http:// goo.gl/okkHaC",0
87,2016-01-31 02:59:29,mjstringerward,@drew_ashlyn Oversleeping! Recovering from meningitis so sleeping lots & hopefully some work if i'm up to it :) how's your weekend going? x,0
88,2016-01-31 02:58:56,FBoondoggle,"@careygillam Did you read it? It's got some Grade A conspiracy mongering against vaccines for polio, HPV, meningitis . Seriously loony.",0
89,2016-01-31 02:58:27,georgecdavies,https://www. youtube.com/watch?v=310xoC _9d18&feature=youtu.be … Next episode of #RoadToKilimanjaro is live! @M_R_F @Woburn_Abbey @Woburn_Safari #ManchesterMarathon #Meningitis,3
90,2016-01-31 02:54:21,ProdromalStage,Deadly disease: Pneumococcal Meningitis now an epidemic - Prof Binka - http:// Pulse.com.gh http:// ift.tt/1PH30Yw,0
91,2016-01-31 02:49:17,sharpy2776,"@MrsSarahLSharpe maybe Gods saying ""stop moaning about first world problems! John isn't moaning about having meningitis ! I love John more""",0
92,2016-01-31 02:44:29,raqooq5,"RT: ReporterPhoenix: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing ma… http:// goo.gl/okkHaC",0
93,2016-01-31 02:36:14,PulseGhana,Deadly disease: Pneumococcal Meningitis now an epidemic - Prof Binka M> http:// bit.ly/20dSKCj pic.twitter.com/iT6DZM7Jef,1
94,2016-01-31 02:31:29,DatEweBoy,@JDmahama i think nation wide vaccination against the meningitis should be carried out. It is an urgent issue you must look at.,0
95,2016-01-31 02:28:14,jpfethiye,"#StopTheSpread #UK #Students Go and get vaccinated against this strain of meningitis , students. PLEASE. http:// bit.ly/1Siw3Zg",0
96,2016-01-31 02:27:19,kunzler_mike,I'm a little upset cuz I have to stop my protocol of antibiotics causes meningitis,0
97,2016-01-31 02:26:41,HipLifeHipHop,Pneumococcal Meningitis now an epidemic – Prof. Binka l GH Most Exclusive Web Updates http:// fb.me/3gvPPLFH7,0
98,2016-01-31 02:26:16,twoshortgh,Pneumococcal Meningitis now an epidemic – Prof. Binka l GH Most Exclusive Web Updates http://www. onlyingh.com/?p=4573,0
99,2016-01-31 02:26:15,Real_Kawasem,Pneumococcal Meningitis now an epidemic – Prof. Binka l GH Most Exclusive Web Updates http://www. onlyingh.com/?p=4573,0
100,2016-01-31 02:26:15,onlyinghmedia,Pneumococcal Meningitis now an epidemic – Prof. Binka l GH Most Exclusive Web Updates http://www. onlyingh.com/?p=4573,0
101,2016-01-31 02:25:07,MediCasos,¿Saben como se trata la meningitis tuberculosa en el adultos? Les dejamos la revisión del @nejm este año http:// bit.ly/1WFaf92,13
102,2016-01-31 02:20:21,timabak,Pneumococcal meningitis reported to hav now killed over 50 people in Gh. Protect yourself. pic.twitter.com/iGK4YFGlFA,0
103,2016-01-31 02:17:21,rans4d_,Accra records different strain of meningitis - bjrlive fm http:// fb.me/6Um5BOKMB,0
104,2016-01-31 02:08:04,candogh360,Pneumococcal Meningitis now an epidemic – Prof. Binka http:// candogh.com/2016/01/30/pne umococcal-meningitis-now-an-epidemic-prof-binka/ … pic.twitter.com/7QPJnmaE7B,0
105,2016-01-31 02:02:18,ECDOH,"RT @womenshealth : #Parents , you can protect your teen from #meningitis , #flu & #HPV ! more abt lifesaving #vaccines http:// wb.md/1T2lAOM",0
106,2016-01-31 01:56:12,vilesIIaexend,@tinyfurbeb meningitis,0
107,2016-01-31 01:55:38,yourfolksporch,@dxsolate I wake up early and sit in bed waiting for my cold to turn into meningitis to die,0
108,2016-01-31 01:55:13,angelcielo1114,Se solicita para la niña wilmarys aguiño con meningitis . San Carlos cojedes 04244233118 pic.twitter.com/eCnSGfhvN1,3
109,2016-01-31 01:52:12,RuhGlobal,"WATCH: Tot left DEAF after meningitis regains his hearing, family sings happ... http:// buff.ly/1Zxp96g via juice.li pic.twitter.com/T0w7PN0KoA",1
110,2016-01-31 01:50:23,cbgb_1,meningitis for sale in Leeds pic.twitter.com/vXbUbsdY03,0
111,2016-01-31 01:49:46,adebo4all,"This is the season of Lassa fever, Bird flu, Meningitis — Prof. Omilabu https:// nigerianewspapers.com.ng/this-is-the-se ason-of-lassa-fever-bird-flu-meningitis-prof-omilabu-2/ … pic.twitter.com/J3I5Uc36BD",0
112,2016-01-31 01:40:41,LJMU,Not had the Meningitis ACWY vaccine? If you're a first-time student under 25 you can get it for free: http:// ow.ly/XoQNW,1
113,2016-01-31 01:34:11,chanchicht,Pneumococcal meningitis must be declared as an epidemic - Professor Binka,0
114,2016-01-31 01:33:31,anangfio,#GhanaGist : What is Meningitis ? Learn more about it! - Meningitis is a serious disease that... http:// is.gd/DXrwYz,0
115,2016-01-31 01:31:32,juniorembil,"My family, friends, loved ones, followers and anyone connected to me will be protected from this Meningitis crap in Jesus name!!!!!!!!!!!!!",0
116,2016-01-31 01:29:10,UnknownFlyBird,@CNN it's a shame if CNN carry 's such stories when Ghanaians are dying of Pneumococal Meningitis . Find something better to report,0
117,2016-01-31 01:26:33,SocialInLincoln,Central Nebraska Student Dies from Apparent Meningitis http:// dld.bz/ekRBp,0
118,2016-01-31 01:23:08,arynwoods,the sign said shat did emma bring back from school. a. artwork b. storybook c. pneumococcal meningitis #vaccinateyourbaby lmao.,0
119,2016-01-31 01:19:52,GalizAmbulancia,"Sanidade califica de ""alarma social innecesaria"" el caso de la vacuna de la meningitis .- http://www. laopinioncoruna.es/sociedad/2016/ 01/30/sanidade-califica-alarma-social-innecesaria/1036892.html … pic.twitter.com/sVTUr3gmwj",0
120,2016-01-31 01:04:38,kdizzzzle_,@_manichulo can u bring me a slushy. im getting meningitis & i want that to be my last drink b4 i die,0
121,2016-01-31 01:03:13,Ma_nigre,"Lord, pls protect us from this Meningitis thingy",0
122,2016-01-31 00:57:29,andygbateblog,"Pneumococcal Meningitis , Health Ministry says ""No Cause For Alarm"" http:// tinyurl.com/jet6w98 pic.twitter.com/AOWXvq5N2g",0
123,2016-01-31 00:57:04,GIGuardian,"Most of you have probably heard about the death of a teen from Polk who contracted Meningitis . Nebraska, on... http:// fb.me/5bCV6Yah3",1
124,2016-01-31 00:55:10,EnOriente,Meningitis suele ser mortal en la tercera edad http:// tinyurl.com/p2y826a https://twitter.com/YVNoticias/status/633020812530814976/photo/1 pic.twitter.com/VQoRgYe59Z,0
125,2016-01-31 00:43:09,one_mrs_k,@drhamedkhan @nellesapelle There's quite a difference between dermatitis and meningitis ...,6
126,2016-01-31 00:31:15,peacefmonline,Accra Records 4 new Suspected Cases of Meningitis .... http:// bit.ly/1RSlyv9,2
127,2016-01-31 00:28:54,charlotteacqua2,Pneumoccocal Meningitis now an epidermic – Professor Fred Binka reveals READ: http:// yen.com.gh/35961-pneumocc ocal-meningitis-now-epidermic-professor-fred-binka.html …,0
128,2016-01-31 00:23:24,deshadanielle_,"went to get just a tuberculosis test ,my Dr. talked me into getting a meningitis , ,hepatitis, and flu shot.he basically said you gonna die",0
129,2016-01-31 00:19:21,RobertL78,@patcondell Leftism is an ideological infection analogous to severe meningitis,0
130,2016-01-31 00:17:59,weblareforma,"Diario La Reforma, el diario de la pampa | Confirmaron caso de meningitis en el “Gobernador Centeno” http://www. diariolareforma.com.ar/2013/confirmar on-caso-de-meningitis-en-el-gobernador-centeno/ …",1
131,2016-01-31 00:12:34,RichStantonFRS,I did it... @GeorgiesGift fun run #Nuneaton PB of 53 mins and all for charity #meningitis pic.twitter.com/PwiixiK5TW,1
132,2016-01-31 00:09:11,skyfitsheavens,I will have to wash my head with cold water I'm going to get meningitis bye,0
133,2016-01-31 00:05:38,JPIFerris,Pneumococcal Meningitis now an epidemic – Prof. Binka http:// tinyurl.com/hvcoj86,0
134,2016-01-31 00:00:20,MissPusha2,Bacterial Meningitis : What you need to know | News in Ghana http:// fb.me/4jpPacl0b,0
135,2016-01-31 00:00:06,raqooq5,"RT: AlemSail: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
136,2016-01-31 00:00:05,raqooq5,"RT: Krojashol: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
137,2016-01-31 00:00:05,raqooq5,"RT: frandevlin: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
138,2016-01-31 00:00:05,raqooq5,"RT: ErikaPanaro: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
139,2016-01-31 00:00:04,raqooq5,"RT: lettywho1: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
140,2016-01-31 00:00:04,raqooq5,"RT: raqooq5: RT: Nyaanyi: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killi… http:// goo.gl/okkHaC",0
141,2016-01-31 00:00:03,raqooq5,"RT: raqooq5: RT: EbolaPope: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and kil… http:// goo.gl/okkHaC",0
142,2016-01-31 00:00:03,raqooq5,"RT: raqooq5: RT: heidi5969: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and kil… http:// goo.gl/okkHaC",0
143,2016-01-31 00:00:02,raqooq5,"RT: raqooq5: RT: billitary: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and kil… http:// goo.gl/okkHaC",0
144,2016-01-31 00:00:01,raqooq5,"RT: raqooq5: RT: Sparrersway: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and k… http:// goo.gl/okkHaC",0
145,2016-01-31 00:00:00,raqooq5,"RT: raqooq5: RT: guevamp: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killi… http:// goo.gl/okkHaC",0
146,2016-01-31 00:00:00,raqooq5,"RT: raqooq5: RT: SvoHljott_1995: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating an… http:// goo.gl/okkHaC",0
147,2016-01-30 23:59:59,raqooq5,"RT: raqooq5: RT: gtolchinsky: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and k… http:// goo.gl/okkHaC",0
148,2016-01-30 23:59:59,raqooq5,"RT: raqooq5: RT: snowcalmth: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and ki… http:// goo.gl/okkHaC",0
149,2016-01-30 23:59:58,raqooq5,"RT: raqooq5: RT: cheekyvimto13: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and… http:// goo.gl/okkHaC",0
150,2016-01-30 23:59:58,raqooq5,"RT: raqooq5: RT: cedlio: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killin… http:// goo.gl/okkHaC",0
151,2016-01-30 23:59:57,raqooq5,"RT: raqooq5: RT: SamiAlsubaihi: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing… http:// goo.gl/okkHaC",0
152,2016-01-30 23:59:57,raqooq5,"RT: raqooq5: RT: flordiazdeleonf: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating a… http:// goo.gl/okkHaC",0
153,2016-01-30 23:59:56,raqooq5,"RT: raqooq5: RT: MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … … http:// goo.gl/okkHaC",0
154,2016-01-30 23:56:40,emmavitus,@emmanuelVitus Pneumococcal Meningitis now an epidemic – Prof. Binka: The Vice Chancellor of the University of... http:// bit.ly/1SrglJu,0
155,2016-01-30 23:55:16,1011_News,"According to a statement on the High Plains Community School website, a student has died from apparent meningitis . http://www. 1011now.com/home/headlines /Central-Nebraska-Student-Dies-from-Apparent-Meningitis-367089751.html?utm_medium=social&utm_source=twitter_1011_News …",3
156,2016-01-30 23:51:47,charosevill,Llegan a Galicia dosis contadas de la vacuna contra la meningitis B http:// fb.me/76eyF3QqJ,0
157,2016-01-30 23:51:37,Winifreda_Noti,#LaPampa < Una beba de 10 meses con cuadro de #meningitis en #GeneralPico - < INFO EN: http:// bit.ly/1OWOkaw,0
158,2016-01-30 23:51:33,TerimoGroup,"This is the season of Lassa fever, Bird flu, Meningitis — Prof. Omilabu https:// dailytimes.ng/49486-2/ pic.twitter.com/J555BRmMot",0
159,2016-01-30 23:51:23,PlanBNoticias,Dos casos de meningitis en pocos días: Plan B Noticias pudo saber que un niño oriundo de Doblas estuvo intern... http:// bit.ly/20dxRHb,2
160,2016-01-30 23:50:29,spidermanmsy,Fucking Prick! Big difference between a 'rash' & meningitis . Absolute Arsehole and Complete Cunt of The First Order! https:// twitter.com/drhamedkhan/st atus/693416252304429057 …,0
161,2016-01-30 23:49:13,happynsadnfunny,10 Ways To Recognise Meningitis http:// fb.me/25I0rK5YB,0
162,2016-01-30 23:47:54,KBDanquah,Read on the symptoms of meningitis earlier. Then I got a headache a few minutes ago. Come and see me looking for pen/paper to write my will.,2
163,2016-01-30 23:46:30,tt_l_bar,Llegan a las farmacias dosis contadas de la vacuna contra la meningitis B http://www. lavozdegalicia.es/noticia/salud/ 2016/01/30/llegan-farmacias-dosis-contadas-vacuna-contra-meningitis-b/0003_201601G30P30991.htm …,0
164,2016-01-30 23:44:37,raqooq5,"RT: Nyaanyi: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
165,2016-01-30 23:44:37,raqooq5,"RT: EbolaPope: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … … http:// goo.gl/okkHaC",0
166,2016-01-30 23:44:37,raqooq5,"RT: heidi5969: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
167,2016-01-30 23:44:36,raqooq5,"RT: billitary: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
168,2016-01-30 23:44:36,raqooq5,"RT: Sparrersway: RT MSF: #Epidemics of #Cholera , #Malaria , #Measles , #Meningitis incapacitating and killing many. … http:// goo.gl/okkHaC",0
